starting time,duration,starting x,starting y,movement module,movement angle,mouse button,is abnormal
1734362706.3323817,0.06336259841918945,1761.0,17.0,0.0,0.0,Button.left,False
1734362707.684246,0.04740762710571289,915.0,23.0,0.0,0.0,Button.left,False
1734362708.3800752,0.05601382255554199,618.0,28.0,2.8284271247461903,-2.356194490192345,Button.left,False
1734362709.1477578,0.0482029914855957,373.0,19.0,0.0,0.0,Button.left,False
1734362711.2680788,0.07949995994567871,217.0,554.0,0.0,0.0,Button.left,False
1734362728.7795908,0.08000516891479492,1299.0,1051.0,0.0,0.0,Button.left,False
1734362737.196419,0.10409426689147949,1776.0,10.0,0.0,0.0,Button.left,False
1734362738.1795855,0.08850312232971191,1502.0,333.0,1.0,0.0,Button.left,False
1734362738.7641215,0.08833003044128418,256.0,0.0,0.0,0.0,Button.left,False
1734362739.8201165,0.06423735618591309,318.0,23.0,0.0,0.0,Button.left,False
1734362740.4855826,0.07780027389526367,138.0,131.0,0.0,0.0,Button.left,False
1734362748.4520445,0.08840012550354004,1834.0,176.0,0.0,0.0,Button.left,False
1734362749.308453,0.07994651794433594,1713.0,374.0,0.0,0.0,Button.left,False
1734362750.3563247,0.06278276443481445,1574.0,576.0,1.0,0.0,Button.left,False
1734362758.6326065,0.09844684600830078,377.0,26.0,0.0,0.0,Button.left,False
1734362768.7161407,0.0671236515045166,412.0,702.0,0.0,0.0,Button.left,False
1734362771.6830509,0.06444764137268066,899.0,517.0,0.0,0.0,Button.left,False
1734362775.7002275,0.08068585395812988,1001.0,452.0,0.0,0.0,Button.left,False
1734362777.06086,0.0694880485534668,358.0,525.0,3.605551275463989,-2.158798930342464,Button.left,False
1734362777.235987,0.0594172477722168,348.0,505.0,2.0,-1.5707963267948966,Button.left,False
1734362777.491985,0.08744192123413086,287.0,485.0,5.0,-2.214297435588181,Button.left,False
1734362777.7081547,0.08803653717041016,211.0,454.0,2.0,3.141592653589793,Button.left,False
1734362777.9208524,0.09921026229858398,221.0,546.0,2.23606797749979,0.4636476090008061,Button.left,False
1734362778.130727,0.09785819053649902,280.0,606.0,3.1622776601683795,0.3217505543966422,Button.left,False
1734362778.3311565,0.08952879905700684,374.0,582.0,7.280109889280518,-1.2924966677897853,Button.left,False
1734362778.539987,0.08824634552001953,395.0,519.0,22.090722034374522,-1.4801364395941514,Button.left,False
1734362778.7495515,0.09435677528381348,397.0,464.0,7.0710678118654755,-2.356194490192345,Button.left,False
1734362778.9715269,0.09688806533813477,345.0,456.0,18.439088914585774,2.279422598922567,Button.left,False
1734362779.1805968,0.08313965797424316,316.0,495.0,4.123105625617661,1.8157749899217608,Button.left,False
1734362779.38064,0.0954890251159668,297.0,533.0,13.0,1.5707963267948966,Button.left,False
1734362779.5806484,0.09601235389709473,295.0,579.0,5.0,1.5707963267948966,Button.left,False
1734362779.788346,0.09663963317871094,302.0,630.0,0.0,0.0,Button.left,False
1734362780.0126033,0.09547853469848633,251.0,586.0,12.083045973594572,-2.714965160462917,Button.left,False
1734362780.2110345,0.09814286231994629,195.0,541.0,4.0,-1.5707963267948966,Button.left,False
1734362780.4263325,0.11425638198852539,216.0,502.0,42.80186911806539,-0.6528466311007743,Button.left,False
1734362780.650802,0.12103700637817383,286.0,467.0,13.0,0.0,Button.left,False
1734362780.8759983,0.12517499923706055,339.0,482.0,9.433981132056603,1.0121970114513341,Button.left,False
1734362781.108604,0.10253334045410156,349.0,513.0,8.0,1.5707963267948966,Button.left,False
1734362781.3310797,0.09612607955932617,347.0,567.0,8.06225774829855,2.0899424410414196,Button.left,False
1734362781.530919,0.0971670150756836,303.0,602.0,4.242640687119285,2.356194490192345,Button.left,False
1734362781.7409658,0.08984684944152832,264.0,590.0,14.7648230602334,-2.647651284670212,Button.left,False
1734362781.9574375,0.09363245964050293,227.0,547.0,9.0,-1.5707963267948966,Button.left,False
1734362782.1885166,0.09310269355773926,229.0,486.0,10.0,-1.5707963267948966,Button.left,False
1734362782.3961408,0.10001277923583984,280.0,441.0,6.708203932499369,-0.4636476090008061,Button.left,False
1734362782.6113923,0.13045692443847656,312.0,434.0,31.953090617340916,1.219351532791345,Button.left,False
1734362782.8608117,0.1022944450378418,292.0,490.0,22.80350850198276,2.2318394956455836,Button.left,False
1734362783.0589294,0.09720396995544434,260.0,536.0,14.0,1.5707963267948966,Button.left,False
1734362783.2683988,0.09554624557495117,239.0,573.0,17.029386365926403,-3.0828368308740703,Button.left,False
1734362783.4745011,0.08639311790466309,188.0,535.0,5.0,-1.5707963267948966,Button.left,False
1734362783.6806827,0.09202194213867188,198.0,492.0,5.0,-0.9272952180016122,Button.left,False
1734362783.891908,0.12021803855895996,231.0,458.0,22.80350850198276,-0.2662520491509254,Button.left,False
1734362784.1070013,0.09699773788452148,294.0,449.0,11.180339887498949,0.4636476090008061,Button.left,False
1734362784.3086405,0.11194705963134766,340.0,483.0,14.317821063276353,1.35970299357215,Button.left,False
1734362784.5243752,0.11216020584106445,347.0,523.0,8.0,1.5707963267948966,Button.left,False
1734362784.7481627,0.09621334075927734,317.0,558.0,8.48528137423857,2.356194490192345,Button.left,False
1734362784.9407356,0.13568902015686035,280.0,599.0,15.811388300841896,1.892546881191539,Button.left,False
1734362785.1722393,0.09907913208007812,302.0,636.0,4.242640687119285,0.7853981633974483,Button.left,False
1734362785.3911836,0.10076379776000977,323.0,627.0,29.5296461204668,-0.49394136891958124,Button.left,False
1734362785.5964,0.09475564956665039,395.0,588.0,18.681541692269406,-1.299849476456476,Button.left,False
1734362785.819583,0.10503220558166504,420.0,510.0,10.198039027185569,-1.373400766945016,Button.left,False
1734362786.0413074,0.10741114616394043,419.0,442.0,1.0,-1.5707963267948966,Button.left,False
1734362786.2525322,0.10818052291870117,367.0,433.0,13.601470508735444,2.843093722003614,Button.left,False
1734362786.467772,0.10292768478393555,301.0,462.0,39.408120990476064,2.1939956567289625,Button.left,False
1734362786.684292,0.1193537712097168,255.0,538.0,5.0,1.5707963267948966,Button.left,False
1734362786.9054706,0.11528873443603516,251.0,540.0,45.17742799230607,-1.482140444927459,Button.left,False
1734362787.121129,0.09777188301086426,270.0,454.0,11.313708498984761,-0.7853981633974483,Button.left,False
1734362787.3306425,0.10553264617919922,325.0,411.0,3.1622776601683795,-0.3217505543966422,Button.left,False
1734362787.5563831,0.11176681518554688,315.0,464.0,18.027756377319946,1.9100889412489412,Button.left,False
1734362787.7721515,0.11199736595153809,286.0,517.0,7.211102550927978,2.158798930342464,Button.left,False
1734362787.9878216,0.09646368026733398,271.0,537.0,2.23606797749979,2.0344439357957027,Button.left,False
1734362788.5805893,0.07103943824768066,1721.0,446.0,0.0,0.0,Button.left,False
1734362789.1793804,0.061791181564331055,1699.0,447.0,0.0,0.0,Button.left,False
1734362790.90398,0.06015515327453613,667.0,20.0,0.0,0.0,Button.left,False
1734362791.314914,0.07323169708251953,533.0,16.0,0.0,0.0,Button.left,False
1734362792.0507436,0.07350707054138184,839.0,0.0,0.0,0.0,Button.left,False
1734362792.6006851,0.06992483139038086,615.0,123.0,0.0,0.0,Button.left,False
1734362794.3240807,0.055632829666137695,589.0,533.0,0.0,0.0,Button.left,False
1734362796.0112312,0.07290911674499512,220.0,568.0,0.0,0.0,Button.left,False
