mean ttnc,std ttnc,mean duration,std duration,mean x,mean y,std x,std y,mean mov module,mean mov angle,std mov module,std mov angle,mean in-click distance,std in-click distance,left click ratio,abnormal activity
3.415320086479187,5.206870649774727,0.07196569442749023,0.018030221576860666,903.5,205.8,600.6335405220059,331.8827503803113,162.69987707432358,3.071467531921449,633.9637355659504,3.286563977575708,0.38284271247461904,0.8680042957872249,1.0,False
4.076779842376709,5.321604755150507,0.07340946197509765,0.017860776328114624,741.2,217.2,565.2324831429985,327.12560278889816,93.16490755643994,0.16497221720823535,819.5998774505659,2.0927856318325637,0.38284271247461904,0.8680042957872249,1.0,False
4.092837786674499,5.311611398862957,0.07750871181488037,0.016033276004572584,833.1,232.5,653.7910140098286,321.20935540547384,114.83644891758017,0.30605368893727,802.1472131443394,1.9699221823626285,0.38284271247461904,0.8680042957872249,1.0,False
4.120856690406799,5.294709319161578,0.07990198135375977,0.01434327242293174,942.6,267.1,698.747479423003,315.9089900588459,132.38768824932325,0.4342542519737445,789.310547294268,1.7205967597266856,0.1,0.30000000000000004,1.0,False
4.7364527702331545,5.3834496154720615,0.08135995864868165,0.011507733440235745,1062.7,322.8,693.7191146278153,316.35827790655327,55.17100687861333,-1.2765617616837088,922.8156120818294,2.5100555440896954,0.2,0.4000000000000001,1.0,False
3.993654990196228,3.8689398170698217,0.08325464725494384,0.012557400067821928,1078.7,270.0,675.63881623246,317.4246367250028,95.31893830713811,-2.7667359338810127,841.8495009695113,3.7560883824319293,0.2,0.4000000000000001,1.0,False
3.4486631870269777,3.5805940372522906,0.08196649551391602,0.013453399310105293,990.0,235.1,698.7244091914923,239.17920060072112,101.30044422410003,2.6174263782594145,780.9058480160468,2.847813504365807,0.2,0.4000000000000001,1.0,False
3.7520642042160035,3.4861231795052947,0.07800183296203614,0.01212446296853098,902.3,285.8,647.7445561330485,239.8248527571736,51.49388313188276,2.908389235172971,809.5479482285399,3.253933781054878,0.2,0.4000000000000001,1.0,False
3.8296738386154177,3.422806263992146,0.07722010612487792,0.011665513038856322,852.2,297.7,618.1206678311282,244.77297644960728,53.48167910602658,1.3789012615260543,731.7462546346969,1.784377173164835,0.1,0.30000000000000004,1.0,False
3.7415870428085327,3.503439058749259,0.0753359079360962,0.011232516247139489,862.4,350.2,608.9721175883178,231.21755988678714,48.293270752766375,1.5086358479737663,735.4652588849526,2.113911523897023,0.46055512754639893,1.0899031950089513,1.0,False
3.700640249252319,3.5413400822758354,0.07485389709472656,0.011788115873082245,865.4,398.4,606.3510864177617,206.95081541274487,38.40794188706289,1.1724001756466227,740.5574916056063,2.3130678531787376,0.660555127546399,1.1677615011089209,1.0,False
2.9256110191345215,3.366726809733677,0.07581806182861328,0.012369631512356823,880.3,433.8,589.9010171206692,187.55041988755983,164.66368755739683,2.9719511949028683,447.30392265986046,3.8843006441811316,1.160555127546399,1.7184620437838485,1.0,False
2.8612399339675902,3.4115298256997613,0.07578170299530029,0.012333075168932919,718.0,461.6,524.8655065824006,166.7244433189087,150.18814866693043,3.02681780862843,454.4894656170513,3.9504135597598493,1.360555127546399,1.6878654404031153,1.0,False
2.7774402379989622,3.4649179910790195,0.0777080774307251,0.01419679525117794,568.8,478.8,422.9912055823383,165.6688262770036,129.43477121701108,3.1184128801828566,464.0602596615039,4.083625494438248,1.584161925296378,1.6402533323975517,1.0,False
1.969854998588562,2.998972381019831,0.08121562004089355,0.014407371351383966,439.4,481.8,263.5811829399056,167.66144458401877,55.60080934662732,1.5761919578868187,310.2461298476446,2.560982075624395,1.800389691313216,1.69073858399609,1.0,False
0.9823846340179443,1.3212415493725593,0.08032381534576416,0.013564527759705987,439.1,537.4,263.6537312461176,72.44059635314994,18.378792125708372,-1.6634266547952228,261.3276829459529,2.134535963351664,2.5284006802412677,2.2376751328455824,1.0,False
0.7066500663757325,1.1556559358693677,0.08243608474731445,0.012976399624384625,437.4,519.1,263.8776989440373,47.3,50.47900553695566,-3.036404640626541,191.90616070584372,3.03535236862422,4.73747288367872,6.1446196527050265,1.0,False
0.3271299362182617,0.34501805990754947,0.08542699813842773,0.011886684192029574,387.2,513.8,214.3995335815822,50.123447606883545,65.60121950085988,3.135495168182111,185.11005090476954,4.418588403658874,5.444579664865268,5.96293151670683,1.0,False
0.2119736909866333,0.018909737189225943,0.08704721927642822,0.012229305207852367,321.6,514.2,64.55106505705386,49.642320654860605,5.1613951602255765,-2.5213431676069717,65.10435624415892,2.4000537755956235,7.288488556323844,6.788072963981483,1.0,False
